`artistID`|`genre`|`genreNo`
`1vCWHaC5f2uS3yhpwWbIA6`|`pop`|3
`5JYo7gm2dkyLLlWHjxS7Dy`|`swedish pop`|0
`3GjVVVcFmUgEJEAAsbGkf4`|`bluegrass`|0
`3GjVVVcFmUgEJEAAsbGkf4`|`deep new americana`|1
`3GjVVVcFmUgEJEAAsbGkf4`|`duluth indie`|2
`3GjVVVcFmUgEJEAAsbGkf4`|`indie folk`|3
`3GjVVVcFmUgEJEAAsbGkf4`|`jam band`|4
`3GjVVVcFmUgEJEAAsbGkf4`|`new americana`|5
`3GjVVVcFmUgEJEAAsbGkf4`|`progressive bluegrass`|6
`3GjVVVcFmUgEJEAAsbGkf4`|`roots rock`|7
`3GjVVVcFmUgEJEAAsbGkf4`|`stomp and holler`|8
`4Z8W4fKeB5YxbusRsdQVPb`|`alternative rock`|0
`4Z8W4fKeB5YxbusRsdQVPb`|`art rock`|1
`4Z8W4fKeB5YxbusRsdQVPb`|`melancholia`|2
`4Z8W4fKeB5YxbusRsdQVPb`|`oxford indie`|3
`4Z8W4fKeB5YxbusRsdQVPb`|`permanent wave`|4
`4Z8W4fKeB5YxbusRsdQVPb`|`rock`|5
`73sIBHcqh3Z3NyqHKZ7FOL`|`atl hip hop`|0
`73sIBHcqh3Z3NyqHKZ7FOL`|`hip hop`|1
`73sIBHcqh3Z3NyqHKZ7FOL`|`pop rap`|2
`73sIBHcqh3Z3NyqHKZ7FOL`|`rap`|3
`3JXpwnHbLvXxY99EuXqFPX`|`deep pop r&b`|0
`5JHw3zW4kgwIZlh33geR1K`|`big room`|0
`5JHw3zW4kgwIZlh33geR1K`|`deep big room`|1
`5JHw3zW4kgwIZlh33geR1K`|`edm`|2
`5JHw3zW4kgwIZlh33geR1K`|`electro house`|3
`5JHw3zW4kgwIZlh33geR1K`|`future house`|4
`5JHw3zW4kgwIZlh33geR1K`|`house`|5
`5JHw3zW4kgwIZlh33geR1K`|`pop edm`|6
`5JHw3zW4kgwIZlh33geR1K`|`progressive electro house`|7
`5JHw3zW4kgwIZlh33geR1K`|`sky room`|8
`0kErUwb6xgWfkdn0RyZWHZ`|`la pop`|0
`5CCwRZC6euC8Odo6y9X8jr`|`dance pop`|0
`5CCwRZC6euC8Odo6y9X8jr`|`edm`|1
`5CCwRZC6euC8Odo6y9X8jr`|`pop`|2
`5CCwRZC6euC8Odo6y9X8jr`|`pop rap`|3
`5CCwRZC6euC8Odo6y9X8jr`|`post-teen pop`|4
`5CCwRZC6euC8Odo6y9X8jr`|`tropical house`|5
`5CCwRZC6euC8Odo6y9X8jr`|`uk pop`|6
`6S2OmqARrzebs0tKUEyXyp`|`dance pop`|0
`6S2OmqARrzebs0tKUEyXyp`|`pop`|1
`6S2OmqARrzebs0tKUEyXyp`|`post-teen pop`|2
`246dkjvS1zLTtiykXe5h60`|`dfw rap`|0
`246dkjvS1zLTtiykXe5h60`|`melodic rap`|1
`246dkjvS1zLTtiykXe5h60`|`rap`|2
`1URnnhqYAYcrqrcwql10ft`|`atl hip hop`|0
`1URnnhqYAYcrqrcwql10ft`|`rap`|1
`1URnnhqYAYcrqrcwql10ft`|`trap`|2
`6LqNN22kT3074XbTVUrhzX`|`dance pop`|0
`6LqNN22kT3074XbTVUrhzX`|`electropop`|1
`6LqNN22kT3074XbTVUrhzX`|`pop`|2
`6LqNN22kT3074XbTVUrhzX`|`post-teen pop`|3
`64KEffDW9EtZ1y2vBYgq8T`|`brostep`|0
`64KEffDW9EtZ1y2vBYgq8T`|`pop`|1
`64KEffDW9EtZ1y2vBYgq8T`|`progressive electro house`|2
`3VLf4DlBTN2ZRwygS3TNti`|`english indie rock`|0
`3VLf4DlBTN2ZRwygS3TNti`|`irish indie`|1
`3VLf4DlBTN2ZRwygS3TNti`|`modern alternative rock`|2
`3VLf4DlBTN2ZRwygS3TNti`|`modern rock`|3
`7oPftvlwr6VrsViSDV7fJY`|`permanent wave`|0
`7oPftvlwr6VrsViSDV7fJY`|`punk`|1
`68kEuyFKyqrdQQLLsmiatm`|`conscious hip hop`|0
`68kEuyFKyqrdQQLLsmiatm`|`escape room`|1
`68kEuyFKyqrdQQLLsmiatm`|`hip hop`|2
`68kEuyFKyqrdQQLLsmiatm`|`rap`|3
`68kEuyFKyqrdQQLLsmiatm`|`southern hip hop`|4
`68kEuyFKyqrdQQLLsmiatm`|`underground hip hop`|5
`79QO0Xmn1dZhvaLicS2Yrs`|`modern alternative rock`|0
`0Aemly9h57T2sLKpkNq409`|`big room`|0
`0Aemly9h57T2sLKpkNq409`|`deep big room`|1
`0Aemly9h57T2sLKpkNq409`|`dutch house`|2
`0Aemly9h57T2sLKpkNq409`|`edm`|3
`0Aemly9h57T2sLKpkNq409`|`electro house`|4
`0Aemly9h57T2sLKpkNq409`|`progressive electro house`|5
`0Aemly9h57T2sLKpkNq409`|`sky room`|6
`4QAp87iZerUP9PKxtLhmW1`|`new french touch`|0
`4QAp87iZerUP9PKxtLhmW1`|`scandipop`|1
`7dtJROxWQe3fxxF5t7o67N`|`candy pop`|0
`7dtJROxWQe3fxxF5t7o67N`|`electropop`|1
`7dtJROxWQe3fxxF5t7o67N`|`indie poptimism`|2
`7dtJROxWQe3fxxF5t7o67N`|`post-teen pop`|3
`67hb7towEyKvt5Z8Bx306c`|`alternative dance`|0
`67hb7towEyKvt5Z8Bx306c`|`australian dance`|1
`67hb7towEyKvt5Z8Bx306c`|`australian electropop`|2
`67hb7towEyKvt5Z8Bx306c`|`electropop`|3
`67hb7towEyKvt5Z8Bx306c`|`indie pop`|4
`67hb7towEyKvt5Z8Bx306c`|`indietronica`|5
`67hb7towEyKvt5Z8Bx306c`|`neo-synthpop`|6
`67hb7towEyKvt5Z8Bx306c`|`new rave`|7
`67hb7towEyKvt5Z8Bx306c`|`pop`|8
`6DIS6PRrLS3wbnZsf7vYic`|`indie pop`|0
`6DIS6PRrLS3wbnZsf7vYic`|`indie poptimism`|1
`6DIS6PRrLS3wbnZsf7vYic`|`modern alternative rock`|2
`6DIS6PRrLS3wbnZsf7vYic`|`modern rock`|3
`6DIS6PRrLS3wbnZsf7vYic`|`pop`|4
`6DIS6PRrLS3wbnZsf7vYic`|`pop rock`|5
`6DIS6PRrLS3wbnZsf7vYic`|`rock`|6
`2mV8aJphiSHYJf43DxL7Gt`|`alternative dance`|0
`2mV8aJphiSHYJf43DxL7Gt`|`dance-punk`|1
`2mV8aJphiSHYJf43DxL7Gt`|`disco house`|2
`2mV8aJphiSHYJf43DxL7Gt`|`electropop`|3
`2mV8aJphiSHYJf43DxL7Gt`|`filter house`|4
`2mV8aJphiSHYJf43DxL7Gt`|`indietronica`|5
`2mV8aJphiSHYJf43DxL7Gt`|`new rave`|6
`2mV8aJphiSHYJf43DxL7Gt`|`nu disco`|7
`36QJpDe2go2KgaRleHCDTp`|`album rock`|0
`36QJpDe2go2KgaRleHCDTp`|`classic rock`|1
`36QJpDe2go2KgaRleHCDTp`|`hard rock`|2
`36QJpDe2go2KgaRleHCDTp`|`rock`|3
`4CTKqs11Zgsv8EZTVzx764`|`alternative dance`|0
`4CTKqs11Zgsv8EZTVzx764`|`new french touch`|1
`4CTKqs11Zgsv8EZTVzx764`|`norwegian pop`|2
`5fMUXHkw8R8eOP2RNVYEZX`|`bmore`|0
`5fMUXHkw8R8eOP2RNVYEZX`|`edm`|1
`5fMUXHkw8R8eOP2RNVYEZX`|`electropop`|2
`5fMUXHkw8R8eOP2RNVYEZX`|`moombahton`|3
`5fMUXHkw8R8eOP2RNVYEZX`|`ninja`|4
`5fMUXHkw8R8eOP2RNVYEZX`|`pop`|5
`1lSoVfWwjKoGadIT3tlYRg`|`melbourne bounce`|0
`1lSoVfWwjKoGadIT3tlYRg`|`melbourne bounce international`|1
`0jnsk9HBra6NMjO2oANoPY`|`dance pop`|0
`0jnsk9HBra6NMjO2oANoPY`|`edm`|1
`0jnsk9HBra6NMjO2oANoPY`|`miami hip hop`|2
`0jnsk9HBra6NMjO2oANoPY`|`pop`|3
`0jnsk9HBra6NMjO2oANoPY`|`pop rap`|4
`1r4hJ1h58CWwUQe3MxPuau`|`latin`|0
`1r4hJ1h58CWwUQe3MxPuau`|`reggaeton`|1
`3cWOwptrfEuGMJ2cM7ipc3`|`australian dance`|0
`03MVmfitJTVJIxYmObhQn9`|`big room`|0
`03MVmfitJTVJIxYmObhQn9`|`deep big room`|1
`03MVmfitJTVJIxYmObhQn9`|`dutch edm`|2
`03MVmfitJTVJIxYmObhQn9`|`edm`|3
`03MVmfitJTVJIxYmObhQn9`|`electro house`|4
`03MVmfitJTVJIxYmObhQn9`|`pop edm`|5
`03MVmfitJTVJIxYmObhQn9`|`progressive electro house`|6
`03MVmfitJTVJIxYmObhQn9`|`progressive house`|7
`03MVmfitJTVJIxYmObhQn9`|`sky room`|8
`50co4Is1HCEo8bhOyUWKpn`|`atl hip hop`|0
`50co4Is1HCEo8bhOyUWKpn`|`atl trap`|1
`50co4Is1HCEo8bhOyUWKpn`|`gangster rap`|2
`50co4Is1HCEo8bhOyUWKpn`|`melodic rap`|3
`50co4Is1HCEo8bhOyUWKpn`|`pop rap`|4
`50co4Is1HCEo8bhOyUWKpn`|`rap`|5
`50co4Is1HCEo8bhOyUWKpn`|`trap`|6
`21mKp7DqtSNHhCAU2ugvUw`|`chillwave`|0
`21mKp7DqtSNHhCAU2ugvUw`|`ninja`|1
`4xnihxcoXWK3UqryOSnbw5`|`electropop`|0
`4xnihxcoXWK3UqryOSnbw5`|`pop`|1
`6bA8L82JXU9CQa2nyUnLDh`|`deep pop edm`|0
`6bA8L82JXU9CQa2nyUnLDh`|`deep tropical house`|1
`6bA8L82JXU9CQa2nyUnLDh`|`pop edm`|2
`6bA8L82JXU9CQa2nyUnLDh`|`tropical house`|3
`6OxNVd9jJ2IbNrOjHdcpJZ`|`v-pop`|0
`0bq4n0hc3bUfuqIFU79sBC`|`indie electropop`|0
`0bq4n0hc3bUfuqIFU79sBC`|`indie poptimism`|1
`1Cs0zKBU1kc0i8ypK3B9ai`|`dance pop`|0
`1Cs0zKBU1kc0i8ypK3B9ai`|`edm`|1
`1Cs0zKBU1kc0i8ypK3B9ai`|`pop`|2
`4D75GcNG95ebPtNvoNVXhz`|`big room`|0
`4D75GcNG95ebPtNvoNVXhz`|`dance pop`|1
`4D75GcNG95ebPtNvoNVXhz`|`deep big room`|2
`4D75GcNG95ebPtNvoNVXhz`|`dutch house`|3
`4D75GcNG95ebPtNvoNVXhz`|`edm`|4
`4D75GcNG95ebPtNvoNVXhz`|`electro house`|5
`4D75GcNG95ebPtNvoNVXhz`|`pop`|6
`4D75GcNG95ebPtNvoNVXhz`|`progressive electro house`|7
`4D75GcNG95ebPtNvoNVXhz`|`progressive house`|8
`4D75GcNG95ebPtNvoNVXhz`|`tropical house`|9
`25uiPmTg16RbhZWAqwLBy5`|`candy pop`|0
`25uiPmTg16RbhZWAqwLBy5`|`dance pop`|1
`25uiPmTg16RbhZWAqwLBy5`|`electropop`|2
`25uiPmTg16RbhZWAqwLBy5`|`metropopolis`|3
`25uiPmTg16RbhZWAqwLBy5`|`pop`|4
`25uiPmTg16RbhZWAqwLBy5`|`post-teen pop`|5
`25uiPmTg16RbhZWAqwLBy5`|`tropical house`|6
`6vXTefBL93Dj5IqAWq6OTv`|`hip hop`|0
`6vXTefBL93Dj5IqAWq6OTv`|`pop rap`|1
`6vXTefBL93Dj5IqAWq6OTv`|`rap`|2
`6vXTefBL93Dj5IqAWq6OTv`|`southern hip hop`|3
`6vXTefBL93Dj5IqAWq6OTv`|`trap`|4
`4gzpq5DPGxSnKTe4SA8HAU`|`permanent wave`|0
`4gzpq5DPGxSnKTe4SA8HAU`|`pop`|1
`4AVFqumd2ogHFlRbKIjp1t`|`big room`|0
`4AVFqumd2ogHFlRbKIjp1t`|`dance pop`|1
`4AVFqumd2ogHFlRbKIjp1t`|`edm`|2
`4AVFqumd2ogHFlRbKIjp1t`|`electro house`|3
`4AVFqumd2ogHFlRbKIjp1t`|`pop`|4
`4AVFqumd2ogHFlRbKIjp1t`|`progressive electro house`|5
`4AVFqumd2ogHFlRbKIjp1t`|`tropical house`|6
`41rVuRHYAiH7ltBTHVR9We`|`bass trap`|0
`41rVuRHYAiH7ltBTHVR9We`|`brostep`|1
`41rVuRHYAiH7ltBTHVR9We`|`edm`|2
`41rVuRHYAiH7ltBTHVR9We`|`electro house`|3
`41rVuRHYAiH7ltBTHVR9We`|`electronic trap`|4
`41rVuRHYAiH7ltBTHVR9We`|`pop edm`|5
`586uxXMyD5ObPuzjtrzO1Q`|`electropop`|0
`586uxXMyD5ObPuzjtrzO1Q`|`pop`|1
`4j5KBTO4tk7up54ZirNGvK`|`australian dance`|0
`4j5KBTO4tk7up54ZirNGvK`|`big room`|1
`4j5KBTO4tk7up54ZirNGvK`|`deep big room`|2
`4j5KBTO4tk7up54ZirNGvK`|`edm`|3
`4j5KBTO4tk7up54ZirNGvK`|`electra`|4
`4j5KBTO4tk7up54ZirNGvK`|`electro house`|5
`4j5KBTO4tk7up54ZirNGvK`|`house`|6
`4j5KBTO4tk7up54ZirNGvK`|`pop edm`|7
`4j5KBTO4tk7up54ZirNGvK`|`progressive electro house`|8
`4j5KBTO4tk7up54ZirNGvK`|`progressive house`|9
`4uiMn2g0pgTrhN096QJhbp`|`big room`|0
`4uiMn2g0pgTrhN096QJhbp`|`brostep`|1
`4uiMn2g0pgTrhN096QJhbp`|`deep big room`|2
`4uiMn2g0pgTrhN096QJhbp`|`edm`|3
`4uiMn2g0pgTrhN096QJhbp`|`electro house`|4
`4uiMn2g0pgTrhN096QJhbp`|`pop edm`|5
`4uiMn2g0pgTrhN096QJhbp`|`progressive electro house`|6
`4uiMn2g0pgTrhN096QJhbp`|`progressive house`|7
`4uiMn2g0pgTrhN096QJhbp`|`tropical house`|8
`27feHJH3VKyk8FgOndiWU8`|`catstep`|0
`521qvhdobR0GzhvU6TFw76`|`big room`|0
`521qvhdobR0GzhvU6TFw76`|`edm`|1
`521qvhdobR0GzhvU6TFw76`|`electro house`|2
`521qvhdobR0GzhvU6TFw76`|`pop edm`|3
`521qvhdobR0GzhvU6TFw76`|`progressive electro house`|4
`521qvhdobR0GzhvU6TFw76`|`progressive house`|5
`521qvhdobR0GzhvU6TFw76`|`progressive trance`|6
`521qvhdobR0GzhvU6TFw76`|`trance`|7
`521qvhdobR0GzhvU6TFw76`|`tropical house`|8
`521qvhdobR0GzhvU6TFw76`|`uplifting trance`|9
`3kBTda7vNOOAA2Tu5uD13Y`|`pop edm`|0
`3M9RgTC9FowQjSgi7MCsof`|`indie electropop`|0
`4ERtgeBbWRkFzIz6LaFCeY`|`emo`|0
`4ERtgeBbWRkFzIz6LaFCeY`|`neo mellow`|1
`4ERtgeBbWRkFzIz6LaFCeY`|`pop punk`|2
`4ERtgeBbWRkFzIz6LaFCeY`|`pop rock`|3
`0Ye4nfYAA91T1X56gnlXAA`|`big room`|0
`0Ye4nfYAA91T1X56gnlXAA`|`deep tropical house`|1
`0Ye4nfYAA91T1X56gnlXAA`|`edm`|2
`0Ye4nfYAA91T1X56gnlXAA`|`electro house`|3
`0Ye4nfYAA91T1X56gnlXAA`|`pop edm`|4
`0Ye4nfYAA91T1X56gnlXAA`|`progressive electro house`|5
`0Ye4nfYAA91T1X56gnlXAA`|`tropical house`|6
`2kRfqPViCqYdSGhYSM9R0Q`|`dance pop`|0
`2kRfqPViCqYdSGhYSM9R0Q`|`pop`|1
`2kRfqPViCqYdSGhYSM9R0Q`|`post-teen pop`|2
`3hyEbRtp617pNCuuQjyOmc`|`dance pop`|0
`3hyEbRtp617pNCuuQjyOmc`|`edm`|1
`3hyEbRtp617pNCuuQjyOmc`|`electro house`|2
`3hyEbRtp617pNCuuQjyOmc`|`indie poptimism`|3
`3hyEbRtp617pNCuuQjyOmc`|`pop`|4
`3hyEbRtp617pNCuuQjyOmc`|`pop edm`|5
`3hyEbRtp617pNCuuQjyOmc`|`tropical house`|6
`1N9n8MSxrr4Emhb566493b`|`big room`|0
`1N9n8MSxrr4Emhb566493b`|`edm`|1
`1N9n8MSxrr4Emhb566493b`|`electro house`|2
`1N9n8MSxrr4Emhb566493b`|`pop edm`|3
`1N9n8MSxrr4Emhb566493b`|`progressive electro house`|4
`1N9n8MSxrr4Emhb566493b`|`progressive house`|5
`1BAdSa5cdtCNLbvT7gWmtJ`|`canadian electronic`|0
`1BAdSa5cdtCNLbvT7gWmtJ`|`catstep`|1
`1BAdSa5cdtCNLbvT7gWmtJ`|`edm`|2
`1BAdSa5cdtCNLbvT7gWmtJ`|`electro house`|3
`1BAdSa5cdtCNLbvT7gWmtJ`|`gaming edm`|4
`1BAdSa5cdtCNLbvT7gWmtJ`|`pop edm`|5
`34v5MVKeQnIo0CWYMbbrPf`|`pop`|0
`34v5MVKeQnIo0CWYMbbrPf`|`tropical house`|1
`4WN5naL3ofxrVBgFpguzKo`|`dance pop`|0
`4WN5naL3ofxrVBgFpguzKo`|`edm`|1
`4WN5naL3ofxrVBgFpguzKo`|`liquid funk`|2
`4WN5naL3ofxrVBgFpguzKo`|`pop`|3
`4WN5naL3ofxrVBgFpguzKo`|`tropical house`|4
`4WN5naL3ofxrVBgFpguzKo`|`uk dance`|5
`4WN5naL3ofxrVBgFpguzKo`|`uk funky`|6
`4bUqnkrDrb4f7rqmDR9yDu`|`acoustic pop`|0
`4bUqnkrDrb4f7rqmDR9yDu`|`british singer-songwriter`|1
`4bUqnkrDrb4f7rqmDR9yDu`|`indie anthem-folk`|2
`4bUqnkrDrb4f7rqmDR9yDu`|`indie folk`|3
`4bUqnkrDrb4f7rqmDR9yDu`|`irish singer-songwriter`|4
`4bUqnkrDrb4f7rqmDR9yDu`|`neo mellow`|5
`4bUqnkrDrb4f7rqmDR9yDu`|`uk americana`|6
`1l2ekx5skC4gJH8djERwh1`|`big room`|0
`1l2ekx5skC4gJH8djERwh1`|`edm`|1
`1l2ekx5skC4gJH8djERwh1`|`electro house`|2
`1l2ekx5skC4gJH8djERwh1`|`future house`|3
`1l2ekx5skC4gJH8djERwh1`|`house`|4
`1l2ekx5skC4gJH8djERwh1`|`pop`|5
`1l2ekx5skC4gJH8djERwh1`|`progressive electro house`|6
`1l2ekx5skC4gJH8djERwh1`|`progressive house`|7
`1l2ekx5skC4gJH8djERwh1`|`tropical house`|8
`5T0MSzX9RC5NA6gAI6irSn`|`r&b`|0
`5K4W6rqBFWDnAN6FQUkS6x`|`chicago rap`|0
`5K4W6rqBFWDnAN6FQUkS6x`|`rap`|1
`63MQldklfxkjYDoUE4Tppz`|`french shoegaze`|0
`63MQldklfxkjYDoUE4Tppz`|`metropopolis`|1
`63MQldklfxkjYDoUE4Tppz`|`neo-synthpop`|2
`0SwO7SWeDHJijQ3XNS7xEE`|`alternative dance`|0
`0SwO7SWeDHJijQ3XNS7xEE`|`garage rock`|1
`0SwO7SWeDHJijQ3XNS7xEE`|`indie pop`|2
`0SwO7SWeDHJijQ3XNS7xEE`|`indie rock`|3
`0SwO7SWeDHJijQ3XNS7xEE`|`indietronica`|4
`0SwO7SWeDHJijQ3XNS7xEE`|`modern rock`|5
`0SwO7SWeDHJijQ3XNS7xEE`|`rock`|6
`26T3LtbuGT1Fu9m0eRq5X3`|`garage rock`|0
`26T3LtbuGT1Fu9m0eRq5X3`|`indie pop`|1
`26T3LtbuGT1Fu9m0eRq5X3`|`indie rock`|2
`26T3LtbuGT1Fu9m0eRq5X3`|`modern alternative rock`|3
`26T3LtbuGT1Fu9m0eRq5X3`|`modern rock`|4
`26T3LtbuGT1Fu9m0eRq5X3`|`punk blues`|5
`26T3LtbuGT1Fu9m0eRq5X3`|`rock`|6
`02kJSzxNuaWGqwubyUba0Z`|`hip hop`|0
`02kJSzxNuaWGqwubyUba0Z`|`indie pop rap`|1
`02kJSzxNuaWGqwubyUba0Z`|`pop rap`|2
`02kJSzxNuaWGqwubyUba0Z`|`rap`|3
`13ubrt8QOOCPljQ2FL1Kca`|`east coast hip hop`|0
`13ubrt8QOOCPljQ2FL1Kca`|`hip hop`|1
`13ubrt8QOOCPljQ2FL1Kca`|`pop rap`|2
`13ubrt8QOOCPljQ2FL1Kca`|`rap`|3
`13ubrt8QOOCPljQ2FL1Kca`|`trap`|4
`4kYSro6naA4h99UJvo89HB`|`pop`|0
`4kYSro6naA4h99UJvo89HB`|`pop rap`|1
`4kYSro6naA4h99UJvo89HB`|`rap`|2
`4ScCswdRlyA23odg9thgIO`|`dance pop`|0
`4ScCswdRlyA23odg9thgIO`|`pop`|1
`4ScCswdRlyA23odg9thgIO`|`post-teen pop`|2
`4ScCswdRlyA23odg9thgIO`|`tropical house`|3
`4ScCswdRlyA23odg9thgIO`|`uk pop`|4
`2U3FuHYvL3vhkbDAXm24Ep`|`neo soul`|0
`2U3FuHYvL3vhkbDAXm24Ep`|`uk contemporary r&b`|1
`1dWEYMPtNmvSVaDNLgB6NV`|`indie pop`|0
`1dWEYMPtNmvSVaDNLgB6NV`|`indie poptimism`|1
`1dWEYMPtNmvSVaDNLgB6NV`|`indie rock`|2
`1dWEYMPtNmvSVaDNLgB6NV`|`la indie`|3
`1dWEYMPtNmvSVaDNLgB6NV`|`modern alternative rock`|4
`1dWEYMPtNmvSVaDNLgB6NV`|`modern rock`|5
`1dWEYMPtNmvSVaDNLgB6NV`|`pop rock`|6
`1dWEYMPtNmvSVaDNLgB6NV`|`rock`|7
`6WY7D3jk8zTrHtmkqqo5GI`|`contemporary country`|0
`6WY7D3jk8zTrHtmkqqo5GI`|`pop`|1
`6WY7D3jk8zTrHtmkqqo5GI`|`texas country`|2
`4lDBihdpMlOalxy1jkUbPl`|`pop edm`|0
`60d24wfXkVzDSfLS6hyCjZ`|`big room`|0
`60d24wfXkVzDSfLS6hyCjZ`|`edm`|1
`60d24wfXkVzDSfLS6hyCjZ`|`pop`|2
`60d24wfXkVzDSfLS6hyCjZ`|`progressive house`|3
`60d24wfXkVzDSfLS6hyCjZ`|`tropical house`|4
`29QbBR0oTzA7A0kiOzrbbr`|`uk pop`|0
`5gWzmnHTLNXz5CjOc0wAuK`|`dutch pop`|0
`0ZED1XzwlLHW4ZaG4lOT6m`|`dance pop`|0
`0ZED1XzwlLHW4ZaG4lOT6m`|`electropop`|1
`0ZED1XzwlLHW4ZaG4lOT6m`|`pop`|2
`0ZED1XzwlLHW4ZaG4lOT6m`|`post-teen pop`|3
`14rP13jdQNgQvuPA2AkBgm`|`electropop`|0
`14rP13jdQNgQvuPA2AkBgm`|`indie electropop`|1
`14rP13jdQNgQvuPA2AkBgm`|`indie poptimism`|2
`14rP13jdQNgQvuPA2AkBgm`|`indietronica`|3
`14rP13jdQNgQvuPA2AkBgm`|`metropopolis`|4
`14rP13jdQNgQvuPA2AkBgm`|`vapor soul`|5
`28ExwzUQsvgJooOI0X1mr3`|`conscious hip hop`|0
`28ExwzUQsvgJooOI0X1mr3`|`gangster rap`|1
`28ExwzUQsvgJooOI0X1mr3`|`hip hop`|2
`28ExwzUQsvgJooOI0X1mr3`|`pop rap`|3
`28ExwzUQsvgJooOI0X1mr3`|`rap`|4
`28ExwzUQsvgJooOI0X1mr3`|`southern hip hop`|5
`28ExwzUQsvgJooOI0X1mr3`|`trap`|6
`28ExwzUQsvgJooOI0X1mr3`|`underground hip hop`|7
`53KwLdlmrlCelAZMaLVZqU`|`art pop`|0
`53KwLdlmrlCelAZMaLVZqU`|`indie r&b`|1
`53KwLdlmrlCelAZMaLVZqU`|`indie soul`|2
`53KwLdlmrlCelAZMaLVZqU`|`indietronica`|3
`53KwLdlmrlCelAZMaLVZqU`|`uk alternative pop`|4
`7tYKF4w9nC0nq9CsPZTHyP`|`pop`|0
`7tYKF4w9nC0nq9CsPZTHyP`|`pop rap`|1
`7tYKF4w9nC0nq9CsPZTHyP`|`rap`|2
`3CjlHNtplJyTf9npxaPl5w`|`electropop`|0
`3CjlHNtplJyTf9npxaPl5w`|`indie pop`|1
`3CjlHNtplJyTf9npxaPl5w`|`indie poptimism`|2
`3CjlHNtplJyTf9npxaPl5w`|`indietronica`|3
`3CjlHNtplJyTf9npxaPl5w`|`metropopolis`|4
`3CjlHNtplJyTf9npxaPl5w`|`neo-synthpop`|5
`3CjlHNtplJyTf9npxaPl5w`|`shimmer pop`|6
`3QJzdZJYIAcoET1GcfpNGi`|`reggae`|0
`3QJzdZJYIAcoET1GcfpNGi`|`reggae fusion`|1
`7hOGhpa8RMSuDOWntGIAJt`|`electropop`|0
`7hOGhpa8RMSuDOWntGIAJt`|`indie poptimism`|1
`7hOGhpa8RMSuDOWntGIAJt`|`indietronica`|2
`7hOGhpa8RMSuDOWntGIAJt`|`pop`|3
`7hOGhpa8RMSuDOWntGIAJt`|`pop edm`|4
`7hOGhpa8RMSuDOWntGIAJt`|`tropical house`|5
`6jsjhAEteAlY0vCiLvMLBA`|`electropop`|0
`6jsjhAEteAlY0vCiLvMLBA`|`indie poptimism`|1
`6jsjhAEteAlY0vCiLvMLBA`|`pop edm`|2
`2o5jDhtHVPhrJdv3cEQ99Z`|`big room`|0
`2o5jDhtHVPhrJdv3cEQ99Z`|`brostep`|1
`2o5jDhtHVPhrJdv3cEQ99Z`|`dance pop`|2
`2o5jDhtHVPhrJdv3cEQ99Z`|`dutch edm`|3
`2o5jDhtHVPhrJdv3cEQ99Z`|`edm`|4
`2o5jDhtHVPhrJdv3cEQ99Z`|`electro house`|5
`2o5jDhtHVPhrJdv3cEQ99Z`|`house`|6
`2o5jDhtHVPhrJdv3cEQ99Z`|`trance`|7
`2o5jDhtHVPhrJdv3cEQ99Z`|`tropical house`|8
`7KUri7klyLaIFXLcuuOMCd`|`norwegian pop`|0
`0id62QV2SZZfvBn9xpmuCl`|`r&b`|0
`5IcR3N7QB1j6KBL8eImZ8m`|`gangster rap`|0
`5IcR3N7QB1j6KBL8eImZ8m`|`hip hop`|1
`5IcR3N7QB1j6KBL8eImZ8m`|`pop rap`|2
`5IcR3N7QB1j6KBL8eImZ8m`|`rap`|3
`5IcR3N7QB1j6KBL8eImZ8m`|`southern hip hop`|4
`5IcR3N7QB1j6KBL8eImZ8m`|`trap`|5
`5IcR3N7QB1j6KBL8eImZ8m`|`underground hip hop`|6
`17lzZA2AlOHwCwFALHttmp`|`atl hip hop`|0
`17lzZA2AlOHwCwFALHttmp`|`gangster rap`|1
`17lzZA2AlOHwCwFALHttmp`|`hip hop`|2
`17lzZA2AlOHwCwFALHttmp`|`pop rap`|3
`17lzZA2AlOHwCwFALHttmp`|`rap`|4
`17lzZA2AlOHwCwFALHttmp`|`southern hip hop`|5
`17lzZA2AlOHwCwFALHttmp`|`trap`|6
`37Qsf5KCKljH7mL134xp4k`|`south african hip hop`|0
`3kv1Edgn5HlEWCuEKr1Y9x`|`south african hip hop`|0
`2TImI3DW7o5MdRXJs4D37h`|`cali rap`|0
`2TImI3DW7o5MdRXJs4D37h`|`trap`|1
`2TImI3DW7o5MdRXJs4D37h`|`vapor trap`|2
`46CitWgnWrvF9t70C2p1Me`|`chamber pop`|0
`46CitWgnWrvF9t70C2p1Me`|`shimmer pop`|1
`7hAolICGSgXJuM6DUpK5rp`|`alternative dance`|0
`7hAolICGSgXJuM6DUpK5rp`|`art pop`|1
`7hAolICGSgXJuM6DUpK5rp`|`brooklyn indie`|2
`7hAolICGSgXJuM6DUpK5rp`|`chillwave`|3
`7hAolICGSgXJuM6DUpK5rp`|`dance pop`|4
`7hAolICGSgXJuM6DUpK5rp`|`electropop`|5
`7hAolICGSgXJuM6DUpK5rp`|`escape room`|6
`7hAolICGSgXJuM6DUpK5rp`|`indie pop`|7
`7hAolICGSgXJuM6DUpK5rp`|`indietronica`|8
`7hAolICGSgXJuM6DUpK5rp`|`metropopolis`|9
