`num`|`trackPopularity`|`albumName`|`albumID`|`albumTotalTracks`|`trackExplicit`|`trackName`|`added_at`|`albumReleaseDate`|`trackDurationMS`|`trackID`|`albumType`|`albumReleaseDatePrecision`|`added_by`
222|64|`Art Angels`|`5hB4jVN4ZHpubyiMmW81K1`|14|False|`Kill V. Maim`|`2018-04-11T19:20:02Z`|`2015-11-06`|246006|`17eu2pSgSUpIG1GFWBnODv`|`album`|`day`|`nghokui`
223|2|`Camp`|`4q5E2s5u5X5HT4UMJpbMKE`|13|True|`Heartbeat`|`2018-04-11T19:37:09Z`|`2011-01-01`|269840|`3HooZZPp0evFShqaJ2Pwer`|`album`|`day`|`nghokui`
224|69|`1942 (feat. Yo Gotti & YBN Nahmir)`|`2DD75QcOrA0GMAkTYfGWuG`|1|True|`1942 (feat. Yo Gotti & YBN Nahmir)`|`2018-04-13T11:56:30Z`|`2018-04-13`|213080|`794QVQtFNy7hvtjQP1keQd`|`single`|`day`|`nghokui`
225|35|`Miracle`|`7JE7QEhrbXVV8VjR4P7fk9`|1|False|`Miracle`|`2018-04-13T12:00:11Z`|`2018-04-11`|188251|`6vgqv2UHRvXopkV9RbG7Wq`|`single`|`day`|`nghokui`
226|52|`Something to Tell You`|`5m9rXTBF7mHFGQlFsiEHrY`|11|False|`Little of Your Love`|`2018-04-16T19:26:14Z`|`2017-07-07`|213880|`1XCpzvtHjANEBhS9a4xqQ2`|`album`|`day`|`nghokui`
227|1|`Heart-Shaped Box (From Westworld: Season 2)`|`43o8LYP1vH0QZCiPgDrfBA`|1|False|`Heart-Shaped Box (From Westworld: Season 2)`|`2018-04-18T00:07:29Z`|`2018-03-30`|204484|`7IWI0v04q8PXZI7ff8jJJq`|`single`|`day`|`nghokui`
228|54|`One More Weekend`|`46gd3a0VDh86Y9Q1eoZc8F`|1|False|`One More Weekend`|`2018-04-19T21:51:08Z`|`2017-03-31`|200586|`0dzKKW6FzIT7C38BdQBbgw`|`single`|`day`|`nghokui`
229|0|`Westworld: Season 1 (Music from the HBO® Series)`|`2poAUFGkHetMzM4xzLBVhY`|34|False|`Motion Picture Soundtrack`|`2018-04-20T15:39:05Z`|`2016-12-05`|162151|`1G81FwrRLEk0c6g7JM77Da`|`album`|`day`|`nghokui`
230|66|`Justice`|`4GGazqHvuKwxBjWLFaJkDL`|12|False|`D.A.N.C.E`|`2018-04-20T16:31:42Z`|`2007-06-11`|242266|`33yAEqzKXexYM3WlOYtTfQ`|`album`|`day`|`nghokui`
231|72|`AVĪCI (01)`|`1m3mf7xkXIwssVriaaTjOS`|6|False|`Lonely Together (feat. Rita Ora)`|`2018-04-20T19:00:36Z`|`2017-08-10`|181812|`75NhhYjHO43mvZgYtnXgti`|`single`|`day`|`nghokui`
232|84|`True`|`1s9tU91VJt4sU5owi29GD3`|12|False|`Wake Me Up`|`2018-04-20T19:09:47Z`|`2013-09-13`|247426|`4h8VwCb1MTGoLKueQ1WgbD`|`album`|`day`|`nghokui`
233|78|`Stories`|`7dqftJ3kas6D0VAdmt3k3V`|14|False|`Waiting For Love`|`2018-04-20T19:09:49Z`|`2015-10-02`|230613|`2P4OICZRVAQcYAV2JReRfj`|`album`|`day`|`nghokui`
234|4|`Levels`|`0zt41iQaqe4tyVknMwNNps`|1|False|`Levels - Radio Edit`|`2018-04-20T19:09:50Z`|`2011-01-01`|199903|`5QjJgPU8AJeickx34f7on6`|`single`|`day`|`nghokui`
235|77|`True`|`1s9tU91VJt4sU5owi29GD3`|12|False|`Hey Brother`|`2018-04-20T19:16:34Z`|`2013-09-13`|255093|`4RXpgGM7A4Hg7cFBoH5KyF`|`album`|`day`|`nghokui`
236|81|`The Days / Nights`|`0h2knr6qpiAq0tV5ri5JMF`|4|False|`The Nights`|`2018-04-20T19:21:18Z`|`2014-01-01`|176658|`0ct6r3EGTcMLPtrXHDvVjc`|`album`|`day`|`nghokui`
237|50|`Stories`|`7dqftJ3kas6D0VAdmt3k3V`|14|False|`City Lights`|`2018-04-20T19:58:45Z`|`2015-10-02`|388946|`35j3CjgBRoqLp8LsAKsQF4`|`album`|`day`|`nghokui`
238|51|`Levels`|`7giqynKCJ9pdQgnmSTEyy6`|4|False|`Levels - Skrillex Remix`|`2018-04-20T20:33:17Z`|`2011-01-01`|281146|`5HRV0yHL9ioy0FvEXbI8Xu`|`single`|`day`|`nghokui`
239|60|`I Could Be The One [Avicii vs Nicky Romero]`|`292ltz2MxXuFZw9FaEbaZ3`|1|False|`I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit`|`2018-04-20T20:46:22Z`|`2012-01-01`|208320|`591nHHHzZl1NLt9PMKpinM`|`single`|`day`|`nghokui`
240|63|`Silhouettes`|`56Wdv50B0BK8z3PhOIz7WE`|1|False|`Silhouettes - Original Radio Edit`|`2018-04-20T20:53:25Z`|`2012-01-01`|211880|`06h3McKzmxS8Bx58USHiMq`|`single`|`day`|`nghokui`
241|30|`Levels`|`7giqynKCJ9pdQgnmSTEyy6`|4|False|`Levels - Cazzette's NYC Mode Mix`|`2018-04-20T20:55:22Z`|`2011-01-01`|354373|`5jArdzGcWlv1EVkwjRjtqy`|`single`|`day`|`nghokui`
242|58|`True`|`1s9tU91VJt4sU5owi29GD3`|12|False|`Dear Boy`|`2018-04-20T21:11:16Z`|`2013-09-13`|479333|`4AMDVGnxiXauYQxeT6Cdwv`|`album`|`day`|`nghokui`
243|55|`True`|`1s9tU91VJt4sU5owi29GD3`|12|False|`Lay Me Down`|`2018-04-20T21:29:13Z`|`2013-09-13`|300120|`5iKOpf0SZDSGkJRhkwgSrl`|`album`|`day`|`nghokui`
244|48|`True`|`1s9tU91VJt4sU5owi29GD3`|12|False|`Hope There's Someone`|`2018-04-20T21:37:07Z`|`2013-09-13`|381280|`5PeguKYcJWWscfrAk3dxId`|`album`|`day`|`nghokui`
245|4|`Stories`|`5ttIIMPWCp2bvwsdAPcEXC`|14|False|`Broken Arrows`|`2018-04-21T18:04:57Z`|`2015-10-02`|232760|`2BVVmJQZv4fOPWavI9mkIj`|`album`|`day`|`nghokui`
246|6|`True`|`02h9kO2oLKnLtycgbElKsw`|12|False|`Addicted To You`|`2018-04-21T18:41:17Z`|`2013-01-01`|148386|`0xIVvRmjztR1AwuHrkhH41`|`album`|`day`|`nghokui`
247|5|`Stories`|`5ttIIMPWCp2bvwsdAPcEXC`|14|False|`For A Better Day`|`2018-04-21T18:43:30Z`|`2015-10-02`|206066|`3c3XJ9P1BjOtmNXKvdVyHK`|`album`|`day`|`nghokui`
248|4|`AVĪCI (01)`|`6LaLU27ZPXimJIbpbiOahr`|6|False|`Friend Of Mine (feat. Vargas & Lagola)`|`2018-04-21T19:15:16Z`|`2017-08-10`|159863|`5wl32jJoBEyWUaDOtJVoMo`|`single`|`day`|`nghokui`
249|3|`Feeling Good`|`61PsRCFu5HEOfH2Dv52PNv`|1|False|`Feeling Good`|`2018-04-23T23:39:20Z`|`2015-05-06`|228938|`7oDjaRDdf9zNQ8N3yRjQwF`|`single`|`day`|`nghokui`
250|67|`Stankonia`|`2tm3Ht61kqqRZtIYsBjxEj`|24|True|`So Fresh, So Clean`|`2018-04-24T20:02:36Z`|`2000-10-31`|240026|`6glsMWIMIxQ4BedzLqGVi4`|`album`|`day`|`nghokui`
251|18|`Strangers`|`1i9YOL3HV1PXUL18TdzLaT`|1|False|`Strangers`|`2018-04-25T16:40:32Z`|`2017-11-10`|233725|`1Lz8M0HL8IPugvYoTjJjfE`|`single`|`day`|`nghokui`
252|3|`Justice League (Original Motion Picture Soundtrack)`|`6khOkamTyj8JXrf0wiMLSe`|27|False|`Everybody Knows`|`2018-04-25T16:46:49Z`|`2017-11-10`|265560|`0ZuflY2Ocv8eQpcxi7Hoat`|`compilation`|`day`|`nghokui`
253|52|`Don't Kill My Vibe - EP`|`0oNBsmqlY0PBPGhJiRwUQY`|4|False|`Plot Twist`|`2018-04-25T16:49:42Z`|`2017-05-05`|205133|`7yNSKfs3tjnh44of1FIF5k`|`single`|`day`|`nghokui`
254|22|`I Like That`|`7f9YpRlnlfhCkCETY5UkMB`|2|True|`Make Me Feel`|`2018-04-26T09:15:01Z`|`2018-04-16`|194230|`09cbVzEkJN4tMVg3GnolJF`|`single`|`day`|`nghokui`
255|67|`The Days / Nights`|`0h2knr6qpiAq0tV5ri5JMF`|4|False|`The Days`|`2018-04-29T17:23:22Z`|`2014-01-01`|278480|`5Iy2Jj87Ha0C0IBlNE1I4y`|`album`|`day`|`nghokui`
256|78|`Young, Wild & Free (feat. Bruno Mars)`|`11Bkx3E99vf0IlYPND61LJ`|1|True|`Young, Wild & Free (feat. Bruno Mars)`|`2018-05-03T01:38:17Z`|`2011-10-11`|207333|`5HQVUIKwCEXpe7JIHyY734`|`single`|`day`|`nghokui`
257|61|`Jason Derulo (Deluxe Audio)`|`773TVtjVxXvD6DFHsWFJGN`|11|False|`Whatcha Say`|`2018-05-03T01:40:23Z`|`2010-03-01`|221253|`2zJZwWF7BTGIIvrAlgzJEx`|`album`|`day`|`nghokui`
258|64|`Jump (with Trippie Redd)`|`2CH8od3NBJpsvqTdY3H1HH`|1|True|`Jump (with Trippie Redd)`|`2018-05-04T20:36:06Z`|`2018-05-04`|207856|`2OvV4NjEBRE9v8Oo7QeUCq`|`single`|`day`|`nghokui`
259|75|`This Is America`|`7arx9qPJexCsDz67El4qvk`|1|True|`This Is America`|`2018-05-07T13:56:50Z`|`2018-05-06`|225773|`0b9oOr2ZgvyQu88wzixux9`|`single`|`day`|`nghokui`
260|65|`OKRA`|`0dXN05tQ4StX1W0lwN95Q6`|1|True|`OKRA`|`2018-05-07T14:08:38Z`|`2018-03-30`|151026|`74ZovzRxHBvCq5yIwe8boh`|`single`|`day`|`nghokui`
261|83|`Toto IV`|`62U7xIHcID94o20Of5ea4D`|10|False|`Africa`|`2018-05-08T20:13:18Z`|`1982-04-08`|295893|`2374M0fQpWi3dLnB54qaLX`|`album`|`day`|`nghokui`
262|68|`Free Wired`|`1TuKgkCGIxiIns9Bc5XKRC`|10|False|`Like A G6`|`2018-05-11T00:32:32Z`|`2010-01-01`|216893|`4DvhkX2ic4zWkQeWMwQ2qf`|`album`|`day`|`nghokui`
263|61|`Girls (feat. Cardi B, Bebe Rexha & Charli XCX)`|`0TITR3yePyzJvlnQk61AWP`|1|True|`Girls (feat. Cardi B, Bebe Rexha & Charli XCX)`|`2018-05-11T05:10:29Z`|`2018-05-11`|221153|`1YNQscOx6OqBQjxgJVhEeW`|`single`|`day`|`nghokui`
264|0|`Seven Nation Army (From Westworld: Season 2)`|`3aobwaNztjilMUgIHrXn7i`|1|False|`Seven Nation Army (From Westworld: Season 2)`|`2018-05-12T01:43:43Z`|`2018-05-07`|130912|`4FKOyud1dKcDMa1nEYygaj`|`single`|`day`|`nghokui`
265|15|`no tears left to cry`|`2AkKk7DFnT2IV1gPcq7RCQ`|1|False|`no tears left to cry`|`2018-05-15T18:16:34Z`|`2018-04-20`|205946|`5SxkdsY1ufZzoq9iXceLw9`|`single`|`day`|`nghokui`
266|85|`beerbongs & bentleys`|`6trNtQUgC8cgbWcqoMYkOR`|18|True|`Better Now`|`2018-05-15T18:29:33Z`|`2018-04-27`|231266|`7dt6x5M1jzdTEt8oCbisTK`|`album`|`day`|`nghokui`
267|77|`Back To You (From 13 Reasons Why – Season 2 Soundtrack)`|`3N7eWDCvfWv34xWNohdHjO`|1|False|`Back To You - From 13 Reasons Why – Season 2 Soundtrack`|`2018-05-15T18:40:53Z`|`2018-05-10`|207904|`4hQ6UGyWQIGJmHSo0J88JW`|`single`|`day`|`nghokui`
268|74|`2002`|`6oSxSPOg7Kuitjt2zwP7sU`|1|False|`2002`|`2018-05-15T19:34:56Z`|`2018-04-19`|186986|`4Pbg79cTBu4vgSphoyNq3j`|`single`|`day`|`nghokui`
269|0|`Elohim`|`503uvCxLGTUNHqgV0xMkqA`|15|False|`Half Love`|`2018-05-15T20:06:44Z`|`2018-04-27`|225531|`5ifX5aMUoHUIMIgotaefNq`|`album`|`day`|`nghokui`
270|0|`Elohim`|`503uvCxLGTUNHqgV0xMkqA`|15|True|`Fuck Your Money`|`2018-05-15T21:00:30Z`|`2018-04-27`|175433|`7C9LL3VLYFjwvBpqTGz3PC`|`album`|`day`|`nghokui`
271|78|`Dangerous Woman`|`3OZgEywV4krCZ814pTJWr7`|15|False|`Into You`|`2018-05-16T17:27:22Z`|`2016-05-20`|244453|`2meEiZKWkiN28gITzFwQo5`|`album`|`day`|`nghokui`
272|74|`My Everything (Deluxe)`|`6EVYTRG1drKdO8OnIQBeEj`|15|False|`Break Free`|`2018-05-16T17:41:15Z`|`2014-08-25`|214840|`12KUFSHFgT0XCoiSlvdQi4`|`album`|`day`|`nghokui`
273|72|`Dangerous Woman`|`3OZgEywV4krCZ814pTJWr7`|15|False|`Greedy`|`2018-05-16T18:04:57Z`|`2016-05-20`|214906|`2tpIAmAq9orm1Owh5pja1w`|`album`|`day`|`nghokui`
274|69|`Golden Hour`|`7f6xPqyaolTiziKf5R5Z0c`|13|False|`High Horse`|`2018-05-16T19:14:53Z`|`2018-03-30`|213693|`2U2Z1IXnmJIvlknWizFykZ`|`album`|`day`|`nghokui`
275|2|`My Beautiful Dark Twisted Fantasy`|`6LBiuhK7PZKjVXyMfPxPoh`|13|True|`Runaway`|`2018-05-19T18:52:30Z`|`2010-01-01`|547733|`0jOL63hLMeSCHTXPdFkniq`|`album`|`day`|`nghokui`
276|68|`How To Be A Human Being`|`6qb9MDR0lfsN9a2pw77uJy`|11|True|`The Other Side Of Paradise`|`2018-05-19T19:14:11Z`|`2016-08-26`|320654|`0rRjGruFonCGOt0S5zAJNQ`|`album`|`day`|`nghokui`
277|43|`Pools`|`60TNKsE97pRoQW6LCkUQKV`|5|False|`Love Lockdown`|`2018-05-19T19:39:27Z`|`2014-01-01`|161893|`0WYqT1IvPzmKNNzR8mgIQs`|`single`|`day`|`nghokui`
278|64|`How To Be A Human Being`|`6qb9MDR0lfsN9a2pw77uJy`|11|False|`Life Itself`|`2018-05-19T19:45:59Z`|`2016-08-26`|281406|`32zkKx35Et6A515oZKxDkD`|`album`|`day`|`nghokui`
279|78|`Solo (feat. Demi Lovato)`|`1q7a5wZeti0neU2jDn8Dz3`|1|False|`Solo (feat. Demi Lovato)`|`2018-05-22T16:57:43Z`|`2018-05-17`|222653|`6kPJZM97LwdG9QIsT7khp6`|`single`|`day`|`nghokui`
280|71|`I'll Be There`|`7o6j8wph7fvEcAL67jLVGN`|1|False|`I'll Be There`|`2018-05-22T17:32:14Z`|`2018-05-03`|193923|`083Qf6hn6sFL6xiOHlZUyn`|`single`|`day`|`nghokui`
281|73|`Remind Me to Forget`|`5Og1PZOwpUkL8slf11stBq`|1|False|`Remind Me to Forget`|`2018-05-22T17:33:46Z`|`2018-03-16`|217286|`5sIx4BlfYGuZeSLF40N9GH`|`single`|`day`|`nghokui`
282|6|`Genius`|`584bDi8WFob5wKP5XLbJK4`|1|False|`Genius`|`2018-05-22T17:38:19Z`|`2018-05-03`|213040|`73F87Sqh6jQWucOOvz1WFx`|`single`|`day`|`nghokui`
283|61|`You Can Cry`|`6TvqOieExu0IJb9Q1gOoCz`|1|False|`You Can Cry`|`2018-05-22T17:41:31Z`|`2018-05-04`|194533|`3ZbJMlEL4Kcme0ONRO7Slx`|`single`|`day`|`nghokui`
284|4|`Done For Me (feat. Kehlani)`|`4mSjLadCxIz5QDpGwUaEBn`|1|False|`Done For Me (feat. Kehlani)`|`2018-05-22T18:13:02Z`|`2018-03-15`|180493|`76S09sHj7GGMJAtOLjmVQ2`|`single`|`day`|`nghokui`
285|72|`Golden Hour`|`7f6xPqyaolTiziKf5R5Z0c`|13|False|`Butterflies`|`2018-05-23T21:13:00Z`|`2018-03-30`|219053|`30VHURM5NOfoZmqp2iKawS`|`album`|`day`|`nghokui`
286|1|`How To Be A Human Being`|`24BRvmlDhVhjTJsqazdVxm`|11|False|`Life Itself`|`2018-05-24T20:07:31Z`|`2016-08-26`|281406|`3HVRywtkhSjhpmkaeaYTgh`|`album`|`day`|`nghokui`
287|42|`Love Is Dead`|`2hshVOA4ULsMGHPDiUaDbJ`|13|False|`Graffiti`|`2018-05-25T14:42:09Z`|`2018-05-25`|218589|`2zpdPPsPJYGQ9VYRVJXfv9`|`album`|`day`|`nghokui`
288|81|`Dua Lipa (Deluxe)`|`01sfgrNbnnPUEyz6GZYlt9`|17|True|`IDGAF`|`2018-05-28T16:42:42Z`|`2017-06-02`|217946|`76cy1WJvNGJTj78UqeA5zr`|`album`|`day`|`nghokui`
289|82|`Dua Lipa (Deluxe)`|`01sfgrNbnnPUEyz6GZYlt9`|17|False|`New Rules`|`2018-05-28T16:44:17Z`|`2017-06-02`|209320|`2ekn2ttSfGqwhhate0LSR0`|`album`|`day`|`nghokui`
290|78|`Aftermath`|`72qrnM4yUNMDDlWiqKc8iY`|11|False|`Paint It, Black`|`2018-05-28T17:10:27Z`|`1966-04-15`|202266|`63T7DJ1AFDD6Bn8VzG6JE8`|`album`|`day`|`nghokui`
291|13|`FourFiveSeconds`|`3W6dGZZiH1GxBiQWE5CjzK`|1|False|`FourFiveSeconds`|`2018-05-28T17:52:26Z`|`2015-01-24`|188238|`5XzmZjXhMjDHr7ZfJ6DELQ`|`single`|`day`|`nghokui`
292|70|`Mercy`|`0hmFRR0pDSZIAvoJqEFSKv`|1|True|`Mercy`|`2018-05-28T18:00:05Z`|`2012-01-01`|329320|`4qikXelSRKvoCqFcHLB2H2`|`single`|`day`|`nghokui`
293|80|`Scared to Be Lonely`|`2v9rQe4F8fVSh5v8bAq0jF`|1|False|`Scared to Be Lonely`|`2018-05-28T22:44:26Z`|`2017-01-27`|220883|`3ebXMykcMXOcLeJ9xZ17XH`|`single`|`day`|`nghokui`
294|65|`Dua Lipa (Deluxe)`|`01sfgrNbnnPUEyz6GZYlt9`|17|True|`Blow Your Mind (Mwah)`|`2018-05-28T22:49:53Z`|`2017-06-02`|178583|`2eAAEa8pxKF7My0EO4rFgR`|`album`|`day`|`nghokui`
295|70|`Dua Lipa (Deluxe)`|`01sfgrNbnnPUEyz6GZYlt9`|17|False|`Homesick`|`2018-05-28T23:23:22Z`|`2017-06-02`|230480|`5E5MqaS6eOsbaJibl3YeMZ`|`album`|`day`|`nghokui`
296|38|`The Switch (Deluxe Edition)`|`4sbUf0rUWr2b2LUbZ1Wbw2`|16|False|`Sleepwalker`|`2018-05-29T16:14:44Z`|`2016-07-08`|198557|`6yOWi9dln1Q3Ba5YuQPGjZ`|`album`|`day`|`nghokui`
297|0|`Love Is Dead`|`5dj2UjtSxuKGlb17Bzu1mL`|13|False|`Wonderland`|`2018-05-29T19:34:43Z`|`2018-05-25`|275767|`75MQCoe4BTMUWButDcI3g0`|`album`|`day`|`nghokui`
298|0|`Love Is Dead`|`5dj2UjtSxuKGlb17Bzu1mL`|13|False|`Deliverance`|`2018-05-30T18:59:02Z`|`2018-05-25`|252837|`2JMghxSUEV5vGbgLzqNHNk`|`album`|`day`|`nghokui`
299|0|`Love Is Dead`|`5dj2UjtSxuKGlb17Bzu1mL`|13|False|`Graves`|`2018-05-30T21:05:38Z`|`2018-05-25`|283745|`0Ni8xzB32O8MemsKcPHWBh`|`album`|`day`|`nghokui`
300|0|`Love Is Dead`|`5dj2UjtSxuKGlb17Bzu1mL`|13|False|`Forever`|`2018-05-31T11:40:55Z`|`2018-05-25`|224459|`3gcDO5tOTybSstaGSAMIgV`|`album`|`day`|`nghokui`
301|32|`Dua Lipa`|`2vlhlrgMaXqcnhRqIEV9AP`|12|False|`Garden`|`2018-06-06T18:53:22Z`|`2017-06-02`|227946|`004MiktqrlEPng9SDw4N9d`|`album`|`day`|`nghokui`
302|11|`Nice For What`|`1ZGxGu4fMROqmZsFSoepeE`|1|True|`Nice For What`|`2018-06-06T20:15:40Z`|`2018-04-06`|210925|`1cTZMwcBJT0Ka3UJPXOeeN`|`single`|`day`|`nghokui`
303|18|`Tango In The Night`|`1W5YP0TlKjFtb2UZJThLpV`|12|False|`Everywhere`|`2018-06-07T01:58:15Z`|`1987-04-13`|222733|`6i8ecOsx4J2Px1maiqzqoG`|`album`|`day`|`nghokui`
304|23|`Like I Do (feat. GoldLink)`|`3xvkWkh4SvVUveZBLjVPMI`|1|False|`Like I Do (feat. GoldLink)`|`2018-06-07T18:41:49Z`|`2018-06-07`|289346|`6iacLDB05P5i7uC1pSY7Wz`|`single`|`day`|`nghokui`
305|81|`TESTING`|`3MATDdrpHmQCmuOcozZjDa`|15|True|`Praise The Lord (Da Shine) (feat. Skepta)`|`2018-06-09T02:25:37Z`|`2018-05-25`|205040|`7ycWLEP1GsNjVvcjawXz3z`|`album`|`day`|`nghokui`
306|49|`Babe (feat. Taylor Swift)`|`6tnr0khD5AaIXzNbmqHsKx`|1|False|`Babe (feat. Taylor Swift)`|`2018-06-10T04:50:58Z`|`2018-04-20`|215106|`7FFfYM4JE1vj5n4rhHxg8q`|`single`|`day`|`nghokui`
307|37|`Leo Metal Covers Volume 1`|`18pGtiElpnhSd5GnsfQ6pU`|10|False|`Poker Face - Metal Cover`|`2018-06-10T20:00:26Z`|`2015-08-21`|212484|`5kt89qNlEYGWx7QiMijs9L`|`album`|`day`|`nghokui`
308|68|`KIDS SEE GHOSTS`|`6pwuKxMUkNg673KETsXPUV`|7|True|`4th Dimension`|`2018-06-11T22:26:40Z`|`2018-06-08`|153351|`6JyEh4kl9DLwmSAoNDRn5b`|`album`|`day`|`nghokui`
309|5|`ye`|`5EBGCvO6upi3GNknMVe9x9`|7|True|`All Mine`|`2018-06-14T21:40:13Z`|`2018-06-01`|145506|`3qnoOm4fwZPBS116f5hpgF`|`album`|`day`|`nghokui`
310|7|`Bed (feat. Ariana Grande)`|`6KlKprVgLbkUTtynww6MQh`|1|True|`Bed (feat. Ariana Grande)`|`2018-06-15T14:15:31Z`|`2018-06-14`|189360|`1ZEm9cJC05rawV2tptNfTS`|`single`|`day`|`nghokui`
311|56|`Growing Pains`|`3mzHuQmDLVuecodQNKUd0T`|1|False|`Growing Pains`|`2018-06-15T14:17:08Z`|`2018-06-15`|193680|`003eoIwxETJujVWmNFMoZy`|`single`|`day`|`nghokui`
312|56|`Liberation`|`7MfUiQkVEDkOSmU83A2C9q`|15|False|`Fall In Line (feat. Demi Lovato)`|`2018-06-15T15:30:40Z`|`2018-06-15`|248544|`29zBeRiLVnkDEj7tvmLVOU`|`album`|`day`|`nghokui`
313|40|`Liberation`|`7MfUiQkVEDkOSmU83A2C9q`|15|False|`Right Moves (feat. Keida & Shenseea)`|`2018-06-15T15:35:30Z`|`2018-06-15`|228040|`10EdIGnkizaN7v1uYljTd7`|`album`|`day`|`nghokui`
314|50|`New Rules (Initial Talk Remix)`|`4y71utPzV6RPn0OsdLmYjY`|1|False|`New Rules - Initial Talk Remix`|`2018-06-18T17:25:32Z`|`2017-11-24`|224549|`2ygfHXyt3gvyhvKrNJU61n`|`single`|`day`|`nghokui`
315|67|`SQUARE UP`|`1HwIUaaEuRsxsIyssqtGLH`|4|False|`DDU-DU DDU-DU`|`2018-06-18T19:46:16Z`|`2018-06-15`|209355|`7b8YOVV5quZcSKEijDgyWB`|`single`|`day`|`nghokui`
316|0|`Love Is Dead`|`5dj2UjtSxuKGlb17Bzu1mL`|13|False|`Heaven/Hell`|`2018-06-19T01:13:12Z`|`2018-05-25`|305945|`2u5hIEYkD7sGXh7vgOxf73`|`album`|`day`|`nghokui`
317|66|`Grand`|`4bQi4sDv5BugGpaQWJiEXa`|11|False|`Daylight`|`2018-06-21T17:26:56Z`|`2009-01-20`|171333|`57i3M29DWoo7RDk0Tf0LZG`|`album`|`day`|`nghokui`
318|52|`Book of Ryan (Bonus Track Edition)`|`7uvuPVivhRggvrXxZONGe3`|21|True|`Caterpillar (feat. Eminem & King Green)`|`2018-06-22T14:56:51Z`|`2018-05-04`|283076|`70lVHIHJE2tUXH7FxNOz3z`|`album`|`day`|`nghokui`
319|68|`Expectations`|`4TOkZvtqNpg5UHyGxCn0mS`|14|False|`Knees`|`2018-06-22T16:09:09Z`|`2018-06-22`|206580|`7IOxauZfx5l18mYfX0GZm6`|`album`|`day`|`nghokui`
320|71|`Expectations`|`4TOkZvtqNpg5UHyGxCn0mS`|14|False|`Meant to Be (feat. Florida Georgia Line)`|`2018-06-22T16:39:15Z`|`2018-06-22`|164205|`4e4fqjx0Izh4svvTef1z7e`|`album`|`day`|`nghokui`
321|74|`Ocean (feat. Khalid)`|`1XQ6XbZ6ZM1V5iEtWlYDeH`|1|False|`Ocean (feat. Khalid)`|`2018-06-22T19:43:02Z`|`2018-06-15`|216419|`3nc420PXjTdBV5TN0gCFkS`|`single`|`day`|`nghokui`
322|48|`Greatest Hits`|`5XLCFog0qr2dw0877zzypG`|15|False|`Wild Wild West - Album Version - No Intro`|`2018-06-23T04:37:49Z`|`2002-11-26`|245533|`78ZzF9pK3foniEnK64XzX5`|`compilation`|`day`|`nghokui`
323|46|`Rhythm of Your Heart`|`246I4e8NtY92rEIAkhU4CP`|1|False|`Rhythm of Your Heart`|`2018-06-25T16:06:42Z`|`2017-12-08`|214094|`48MldorMkokOk5r93O8yjG`|`single`|`day`|`nghokui`
324|62|`KIDS SEE GHOSTS`|`6pwuKxMUkNg673KETsXPUV`|7|True|`Kids See Ghosts`|`2018-06-25T16:29:38Z`|`2018-06-08`|245098|`2I3dW2dCBZAJGj5X21E53k`|`album`|`day`|`nghokui`
325|54|`Expectations`|`4TOkZvtqNpg5UHyGxCn0mS`|14|False|`2 Souls on Fire (feat. Quavo)`|`2018-06-27T22:37:09Z`|`2018-06-22`|170296|`2dMUJy0El3BcQUy9gP9gt0`|`album`|`day`|`nghokui`
326|62|`Expectations`|`4TOkZvtqNpg5UHyGxCn0mS`|14|False|`I Got You`|`2018-06-27T22:46:18Z`|`2018-06-22`|191786|`2jB9QaPJyVdz2Q0Va8rrnU`|`album`|`day`|`nghokui`
327|63|`Expectations`|`4TOkZvtqNpg5UHyGxCn0mS`|14|False|`Self Control`|`2018-06-27T22:48:24Z`|`2018-06-22`|174506|`14FmT2vkYihAs64ixAbk6t`|`album`|`day`|`nghokui`
328|0|`Overgrown`|`4t4H6ia8vNEtOngjHQ82X6`|1|False|`Overgrown`|`2018-06-29T17:36:00Z`|`2018-06-22`|331947|`72DfRjxf5vWcUcxenDNM6X`|`single`|`day`|`nghokui`
329|77|`Agent Provocateur`|`4oQhDQDKMeI6IMlwpXt3j8`|10|False|`I Want to Know What Love Is - 1999 Remaster`|`2018-07-02T16:17:04Z`|`1984-12-12`|304786|`1JLn8RhQzHz3qDqsChcmBl`|`album`|`day`|`nghokui`
330|54|`The Island, Pt. 1 (Dawn) [Skrillex Remix]`|`582DszgyCd6TSUXhBUNNZX`|1|False|`The Island, Pt. 1 (Dawn) - Skrillex Remix`|`2018-07-03T16:27:20Z`|`2018-06-08`|209583|`24hYr62Cz2iA3OOef8mykI`|`single`|`day`|`nghokui`
331|58|`100% No Modern Talking`|`2Ha5B3dapothPfMP9gWvQB`|4|True|`Internet Friends`|`2018-07-03T16:27:24Z`|`2012-08-01`|301122|`5qFL2uwfnGU8FccwLMgPNQ`|`single`|`day`|`nghokui`
332|74|`Back To Black`|`097eYvf9NKjFnv4xA9s2oV`|11|True|`Back To Black`|`2018-07-12T10:36:08Z`|`2006-10-27`|240440|`30FURVTCpbKyykjSEQzGkH`|`album`|`day`|`nghokui`
333|69|`Summer Pack`|`15k99o4mZJ9mfpQGIOrZ45`|2|False|`Summertime Magic`|`2018-07-14T07:23:42Z`|`2018-07-11`|213600|`4j3GWI86JvSaF0BLdmgcfF`|`single`|`day`|`nghokui`
